id,usia,gender,year_in_school,major,pendapatan,bantuan,pendidikan,tempat_tinggal,makanan,transportasi,buku,hiburan,perawatan,teknologi,kesehatan,lainnya,preferred_payment_method,total_pemasukan,total_pengeluaran,sisa_uang,rasio_pengeluaran,financial_score,status_finansial,cluster,nama_cluster
480,21,Male,Freshman,Biology,21456000,14384000,1670933.0,4080000.0,2038400.0,878400.0,1676800.0,619200.0,145600.0,1353600.0,526400.0,728000.0,Credit/Debit Card,35840000,13717333.0,22122667.0,0.3827380859375,69.99,Sangat Sehat,0,Mahasiswa Mapan & Hemat
481,25,Female,Sophomore,Biology,21296000,3632000,2922133.0,3600000.0,868000.0,883200.0,563200.0,417600.0,403200.0,626400.0,879200.0,296800.0,Mobile Payment App,24928000,11459733.0,13468267.0,0.45971329428754815,65.62,Stabil,0,Mahasiswa Mapan & Hemat
482,25,Male,Freshman,Computer Science,19120000,13520000,2080000.0,2995200.0,1444800.0,878400.0,1139200.0,585600.0,509600.0,1951200.0,296800.0,526400.0,Mobile Payment App,32640000,12407200.0,20232800.0,0.38012254901960785,67.65,Sangat Sehat,0,Mahasiswa Mapan & Hemat
483,24,Non-binary,Sophomore,Psychology,19952000,4304000,3035733.0,3062400.0,884800.0,940800.0,1216000.0,441600.0,492800.0,1252800.0,560000.0,380800.0,Cash,24256000,12267733.0,11988267.0,0.5057607602242744,61.04,Waspada,0,Mahasiswa Mapan & Hemat
484,25,Female,Senior,Biology,10608000,12768000,2889600.0,2016000.0,2178400.0,465600.0,1804800.0,691200.0,470400.0,1072800.0,688800.0,935200.0,Cash,23376000,13212800.0,10163200.0,0.5652292950034223,51.05,Waspada,1,Mahasiswa Boros / Defisit
485,23,Female,Senior,Engineering,13776000,12416000,2254400.0,4435200.0,800800.0,912000.0,1331200.0,547200.0,459200.0,856800.0,963200.0,397600.0,Credit/Debit Card,26192000,12957600.0,13234400.0,0.49471594379963346,64.45,Stabil,0,Mahasiswa Mapan & Hemat
486,23,Male,Senior,Economics,9088000,5440000,1613333.0,2976000.0,1680000.0,441600.0,1491200.0,360000.0,291200.0,2131200.0,1069600.0,610400.0,Credit/Debit Card,14528000,12664533.0,1863467.0,0.8717327230176212,21.62,Bahaya,1,Mahasiswa Boros / Defisit
487,20,Female,Senior,Psychology,12832000,4064000,2467200.0,2726400.0,1002400.0,307200.0,1696000.0,595200.0,285600.0,842400.0,884800.0,688800.0,Credit/Debit Card,16896000,11496000.0,5400000.0,0.6803977272727273,37.41,Bahaya,1,Mahasiswa Boros / Defisit
488,24,Male,Freshman,Economics,13136000,6624000,3124267.0,3451200.0,974400.0,638400.0,332800.0,364800.0,364000.0,1022400.0,369600.0,218400.0,Cash,19760000,10860267.0,8899733.0,0.5496086538461539,56.59,Waspada,0,Mahasiswa Mapan & Hemat
489,19,Female,Freshman,Computer Science,16144000,12320000,2322133.0,2452800.0,1680000.0,907200.0,998400.0,720000.0,302400.0,1944000.0,817600.0,257600.0,Credit/Debit Card,28464000,12402133.0,16061867.0,0.4357129356379989,64.76,Stabil,0,Mahasiswa Mapan & Hemat
490,19,Non-binary,Junior,Computer Science,8416000,10128000,1649600.0,4512000.0,1204000.0,523200.0,345600.0,148800.0,448000.0,1389600.0,1075200.0,235200.0,Mobile Payment App,18544000,11531200.0,7012800.0,0.6218291630716135,49.6,Waspada,1,Mahasiswa Boros / Defisit
491,22,Female,Junior,Computer Science,8032000,12080000,1982400.0,2270400.0,856800.0,259200.0,339200.0,441600.0,280000.0,2088000.0,806400.0,392000.0,Mobile Payment App,20112000,9716000.0,10396000.0,0.48309466984884647,61.13,Waspada,0,Mahasiswa Mapan & Hemat
492,19,Non-binary,Freshman,Biology,13760000,8800000,3041600.0,2414400.0,1136800.0,820800.0,748800.0,139200.0,173600.0,626400.0,459200.0,1097600.0,Mobile Payment App,22560000,10658400.0,11901600.0,0.4724468085106383,63.41,Stabil,0,Mahasiswa Mapan & Hemat
493,18,Non-binary,Junior,Economics,22720000,9216000,2741867.0,4008000.0,940800.0,489600.0,1772800.0,273600.0,263200.0,1872000.0,481600.0,1097600.0,Cash,31936000,13941067.0,17994933.0,0.4365314065631263,64.24,Stabil,0,Mahasiswa Mapan & Hemat
494,21,Female,Senior,Computer Science,8640000,14896000,2443733.0,3124800.0,1237600.0,648000.0,640000.0,100800.0,218400.0,540000.0,403200.0,1024800.0,Mobile Payment App,23536000,10381333.0,13154667.0,0.4410831492182189,66.84,Sangat Sehat,0,Mahasiswa Mapan & Hemat
495,25,Non-binary,Freshman,Psychology,11792000,15920000,2258133.0,2697600.0,1612800.0,297600.0,1875200.0,494400.0,498400.0,2023200.0,173600.0,907200.0,Mobile Payment App,27712000,12838133.0,14873867.0,0.4632698109122402,62.24,Stabil,0,Mahasiswa Mapan & Hemat
496,22,Non-binary,Freshman,Psychology,8048000,912000,1673600.0,4046400.0,1545600.0,849600.0,1120000.0,177600.0,145600.0,1857600.0,588000.0,924000.0,Cash,8960000,12928000.0,-3968000.0,1.4428571428571428,14.95,Bahaya,1,Mahasiswa Boros / Defisit
497,22,Female,Freshman,Computer Science,10768000,15552000,2857067.0,3974400.0,1562400.0,456000.0,1907200.0,465600.0,117600.0,1108800.0,190400.0,907200.0,Mobile Payment App,26320000,13546667.0,12773333.0,0.5146909954407295,60.97,Waspada,0,Mahasiswa Mapan & Hemat
498,25,Female,Freshman,Psychology,10896000,1840000,2856000.0,4070400.0,1170400.0,566400.0,326400.0,537600.0,464800.0,1728000.0,1052800.0,963200.0,Cash,12736000,13736000.0,-1000000.0,1.0785175879396984,12.68,Bahaya,1,Mahasiswa Boros / Defisit
499,22,Male,Freshman,Computer Science,21696000,12256000,2873067.0,2875200.0,1943200.0,960000.0,1523200.0,369600.0,364000.0,1368000.0,403200.0,1097600.0,Mobile Payment App,33952000,13777067.0,20174933.0,0.4057807198397738,66.35,Stabil,0,Mahasiswa Mapan & Hemat
500,25,Female,Sophomore,Computer Science,16992000,6240000,1810133.0,4540800.0,1668800.0,561600.0,1222400.0,556800.0,201600.0,734400.0,408800.0,890400.0,Credit/Debit Card,23232000,12595733.0,10636267.0,0.5421717028236914,59.77,Waspada,0,Mahasiswa Mapan & Hemat
501,18,Male,Sophomore,Economics,22384000,10448000,1820267.0,3374400.0,879200.0,873600.0,428800.0,196800.0,453600.0,777600.0,862400.0,156800.0,Cash,32832000,9823467.0,23008533.0,0.2992040387426901,73.69,Sangat Sehat,0,Mahasiswa Mapan & Hemat
502,19,Female,Junior,Engineering,22432000,11280000,1742933.0,3432000.0,1708000.0,643200.0,556800.0,480000.0,560000.0,1641600.0,576800.0,806400.0,Cash,33712000,12147733.0,21564267.0,0.3603385441385857,69.87,Sangat Sehat,0,Mahasiswa Mapan & Hemat
503,24,Non-binary,Sophomore,Engineering,18944000,4160000,2992000.0,2352000.0,2105600.0,806400.0,1171200.0,489600.0,408800.0,1317600.0,476000.0,688800.0,Cash,23104000,12808000.0,10296000.0,0.5543628808864266,54.27,Waspada,0,Mahasiswa Mapan & Hemat
504,21,Male,Senior,Economics,11888000,5616000,1992000.0,3580800.0,1708000.0,244800.0,1286400.0,264000.0,414400.0,2044800.0,655200.0,509600.0,Cash,17504000,12700000.0,4804000.0,0.7255484460694699,35.4,Bahaya,1,Mahasiswa Boros / Defisit
505,25,Male,Sophomore,Biology,22144000,7840000,1734933.0,2217600.0,1601600.0,758400.0,1536000.0,432000.0,134400.0,2131200.0,1069600.0,644000.0,Mobile Payment App,29984000,12259733.0,17724267.0,0.40887583377801495,64.85,Stabil,0,Mahasiswa Mapan & Hemat
506,20,Male,Junior,Biology,15952000,10256000,2133333.0,2827200.0,935200.0,624000.0,908800.0,115200.0,392000.0,1288800.0,728000.0,319200.0,Credit/Debit Card,26208000,10271733.0,15936267.0,0.3919312042124542,67.13,Sangat Sehat,0,Mahasiswa Mapan & Hemat
507,24,Male,Senior,Engineering,9888000,1744000,2228267.0,3004800.0,1876000.0,566400.0,1177600.0,105600.0,420000.0,1000800.0,476000.0,364000.0,Credit/Debit Card,11632000,11219467.0,412533.0,0.9645346458046767,17.09,Bahaya,1,Mahasiswa Boros / Defisit
508,25,Female,Junior,Psychology,21120000,7968000,2842133.0,2683200.0,1321600.0,585600.0,1676800.0,456000.0,341600.0,1180800.0,604800.0,364000.0,Cash,29088000,12056533.0,17031467.0,0.4144847703520352,64.84,Stabil,0,Mahasiswa Mapan & Hemat
509,25,Male,Sophomore,Computer Science,15344000,8352000,2459200.0,1929600.0,2066400.0,321600.0,1036800.0,508800.0,134400.0,1015200.0,252000.0,487200.0,Cash,23696000,10211200.0,13484800.0,0.4309250506414585,65.45,Stabil,0,Mahasiswa Mapan & Hemat
510,20,Non-binary,Junior,Psychology,15200000,10496000,2330133.0,4396800.0,1159200.0,465600.0,576000.0,201600.0,436800.0,2044800.0,420000.0,268800.0,Mobile Payment App,25696000,12299733.0,13396267.0,0.47866333281444584,65.54,Stabil,0,Mahasiswa Mapan & Hemat
511,24,Non-binary,Senior,Economics,20576000,7296000,3155200.0,4670400.0,1472800.0,288000.0,691200.0,552000.0,123200.0,835200.0,352800.0,940800.0,Credit/Debit Card,27872000,13081600.0,14790400.0,0.46934557979334096,65.97,Stabil,0,Mahasiswa Mapan & Hemat
512,19,Non-binary,Freshman,Computer Science,14288000,4992000,2355733.0,4708800.0,873600.0,676800.0,1536000.0,600000.0,330400.0,1159200.0,660800.0,145600.0,Cash,19280000,13046933.0,6233067.0,0.676708143153527,41.66,Bahaya,1,Mahasiswa Boros / Defisit
513,18,Female,Freshman,Psychology,18016000,14256000,2262400.0,2995200.0,1019200.0,480000.0,870400.0,412800.0,369600.0,1749600.0,464800.0,168000.0,Cash,32272000,10792000.0,21480000.0,0.334407535944472,69.12,Sangat Sehat,0,Mahasiswa Mapan & Hemat
514,22,Male,Sophomore,Biology,10864000,7696000,2915200.0,3235200.0,1008000.0,729600.0,940800.0,638400.0,324800.0,482400.0,728000.0,890400.0,Mobile Payment App,18560000,11892800.0,6667200.0,0.6407758620689655,43.73,Bahaya,1,Mahasiswa Boros / Defisit
515,25,Male,Freshman,Psychology,12848000,3216000,3154133.0,4123200.0,800800.0,830400.0,915200.0,681600.0,537600.0,1224000.0,576800.0,168000.0,Credit/Debit Card,16064000,13011733.0,3052267.0,0.8099933391434263,27.91,Bahaya,1,Mahasiswa Boros / Defisit
516,18,Female,Senior,Biology,10624000,1840000,1969067.0,4622400.0,1192800.0,336000.0,1472000.0,720000.0,414400.0,1432800.0,935200.0,632800.0,Credit/Debit Card,12464000,13727467.0,-1263467.0,1.1013693035943517,13.44,Bahaya,1,Mahasiswa Boros / Defisit
517,18,Male,Senior,Computer Science,24000000,12432000,2840533.0,3705600.0,1668800.0,873600.0,1107200.0,537600.0,369600.0,1224000.0,229600.0,576800.0,Cash,36432000,13133333.0,23298667.0,0.36048893829600354,69.85,Sangat Sehat,0,Mahasiswa Mapan & Hemat
518,22,Male,Junior,Psychology,16080000,12432000,2984533.0,4152000.0,884800.0,268800.0,723200.0,489600.0,397600.0,1792800.0,828800.0,1097600.0,Credit/Debit Card,28512000,13619733.0,14892267.0,0.4776842382154882,62.58,Stabil,0,Mahasiswa Mapan & Hemat
519,22,Female,Sophomore,Biology,14128000,10240000,2941333.0,3604800.0,1360800.0,806400.0,1536000.0,662400.0,112000.0,734400.0,308000.0,520800.0,Credit/Debit Card,24368000,12586933.0,11781067.0,0.5165353332239002,61.17,Waspada,0,Mahasiswa Mapan & Hemat
520,18,Non-binary,Freshman,Biology,22848000,5232000,2764267.0,3945600.0,660800.0,883200.0,1337600.0,129600.0,280000.0,1526400.0,498400.0,722400.0,Cash,28080000,12748267.0,15331733.0,0.4539981125356125,64.76,Stabil,0,Mahasiswa Mapan & Hemat
521,21,Non-binary,Sophomore,Economics,14496000,7184000,2070933.0,3422400.0,1892800.0,604800.0,1920000.0,412800.0,257600.0,396000.0,358400.0,683200.0,Cash,21680000,12018933.0,9661067.0,0.5543788284132841,56.72,Waspada,0,Mahasiswa Mapan & Hemat
522,18,Non-binary,Freshman,Computer Science,15856000,13376000,1769067.0,2486400.0,1764000.0,470400.0,524800.0,667200.0,526400.0,936000.0,812000.0,845600.0,Cash,29232000,10801867.0,18430133.0,0.3695219964422551,68.33,Sangat Sehat,0,Mahasiswa Mapan & Hemat
523,23,Female,Freshman,Engineering,19936000,12064000,2890667.0,2419200.0,2083200.0,513600.0,1420800.0,499200.0,173600.0,1173600.0,649600.0,1019200.0,Mobile Payment App,32000000,12842667.0,19157333.0,0.40133334375,65.66,Stabil,0,Mahasiswa Mapan & Hemat
524,22,Female,Freshman,Biology,20368000,160000,2255467.0,4257600.0,940800.0,945600.0,857600.0,672000.0,336000.0,1699200.0,532000.0,761600.0,Credit/Debit Card,20528000,13257867.0,7270133.0,0.6458430923616524,44.52,Bahaya,1,Mahasiswa Boros / Defisit
525,22,Male,Junior,Psychology,14080000,2944000,2509867.0,1992000.0,588000.0,873600.0,1702400.0,278400.0,380800.0,1994400.0,985600.0,201600.0,Credit/Debit Card,17024000,11506667.0,5517333.0,0.6759085408834586,36.35,Bahaya,1,Mahasiswa Boros / Defisit
526,24,Non-binary,Junior,Computer Science,21696000,5248000,3017600.0,4324800.0,2066400.0,748800.0,1817600.0,547200.0,425600.0,1044000.0,666400.0,571200.0,Credit/Debit Card,26944000,15229600.0,11714400.0,0.5652315914489311,54.53,Waspada,1,Mahasiswa Boros / Defisit
527,23,Female,Junior,Economics,14656000,14832000,2796800.0,1972800.0,1394400.0,753600.0,1107200.0,331200.0,397600.0,1836000.0,464800.0,1058400.0,Credit/Debit Card,29488000,12112800.0,17375200.0,0.4107704829083017,63.78,Stabil,0,Mahasiswa Mapan & Hemat
528,18,Non-binary,Freshman,Economics,16944000,10688000,2101333.0,4012800.0,980000.0,628800.0,1075200.0,144000.0,453600.0,1548000.0,996800.0,173600.0,Credit/Debit Card,27632000,12114133.0,15517867.0,0.4384095613781123,66.39,Stabil,0,Mahasiswa Mapan & Hemat
529,24,Female,Junior,Psychology,15056000,3248000,1625600.0,2961600.0,1198400.0,542400.0,1491200.0,523200.0,274400.0,1915200.0,408800.0,985600.0,Credit/Debit Card,18304000,11926400.0,6377600.0,0.6515734265734265,41.81,Bahaya,1,Mahasiswa Boros / Defisit
530,24,Male,Senior,Psychology,12224000,8336000,2402133.0,3974400.0,795200.0,561600.0,1043200.0,350400.0,179200.0,2152800.0,285600.0,285600.0,Mobile Payment App,20560000,12030133.0,8529867.0,0.585123200389105,51.16,Waspada,1,Mahasiswa Boros / Defisit
531,25,Non-binary,Sophomore,Economics,15728000,10720000,2482133.0,2942400.0,1377600.0,604800.0,1632000.0,700800.0,112000.0,424800.0,868000.0,1103200.0,Cash,26448000,12247733.0,14200267.0,0.4630873033877798,63.54,Stabil,0,Mahasiswa Mapan & Hemat
532,18,Non-binary,Senior,Biology,20720000,4208000,2401067.0,3105600.0,627200.0,657600.0,1100800.0,508800.0,492800.0,777600.0,235200.0,179200.0,Mobile Payment App,24928000,10085867.0,14842133.0,0.40459992779204107,66.88,Sangat Sehat,0,Mahasiswa Mapan & Hemat
533,22,Female,Sophomore,Computer Science,20816000,14128000,2589867.0,2491200.0,789600.0,273600.0,633600.0,364800.0,392000.0,432000.0,649600.0,1114400.0,Cash,34944000,9730667.0,25213333.0,0.278464600503663,69.82,Sangat Sehat,0,Mahasiswa Mapan & Hemat
534,22,Non-binary,Junior,Biology,13264000,5904000,2797867.0,3369600.0,817600.0,422400.0,1830400.0,691200.0,207200.0,1929600.0,476000.0,1069600.0,Cash,19168000,13611467.0,5556533.0,0.7101140964106845,34.0,Bahaya,1,Mahasiswa Boros / Defisit
535,22,Non-binary,Sophomore,Psychology,20736000,16000,2439467.0,3643200.0,823200.0,686400.0,358400.0,614400.0,403200.0,1454400.0,274400.0,1064000.0,Credit/Debit Card,20752000,11761067.0,8990933.0,0.5667437837316885,53.41,Waspada,0,Mahasiswa Mapan & Hemat
536,21,Male,Freshman,Biology,20448000,8096000,1901867.0,2462400.0,2016000.0,388800.0,928000.0,230400.0,392000.0,1814400.0,526400.0,784000.0,Credit/Debit Card,28544000,11444267.0,17099733.0,0.4009342418721973,66.72,Sangat Sehat,0,Mahasiswa Mapan & Hemat
537,18,Female,Senior,Biology,11600000,2368000,2550400.0,3086400.0,946400.0,787200.0,377600.0,657600.0,425600.0,1490400.0,1058400.0,235200.0,Credit/Debit Card,13968000,11615200.0,2352800.0,0.8315578465063002,25.26,Bahaya,1,Mahasiswa Boros / Defisit
538,20,Male,Senior,Biology,8400000,656000,2454933.0,4267200.0,1047200.0,408000.0,755200.0,115200.0,476000.0,540000.0,884800.0,604800.0,Cash,9056000,11553333.0,-2497333.0,1.275765569787986,14.86,Bahaya,1,Mahasiswa Boros / Defisit
539,25,Non-binary,Junior,Biology,16096000,4688000,1811733.0,2798400.0,935200.0,355200.0,1248000.0,105600.0,420000.0,554400.0,974400.0,599200.0,Mobile Payment App,20784000,9802133.0,10981867.0,0.4716191782140108,63.65,Stabil,0,Mahasiswa Mapan & Hemat
540,20,Male,Sophomore,Biology,13952000,10576000,2841600.0,2256000.0,1232000.0,801600.0,1593600.0,585600.0,263200.0,1094400.0,285600.0,716800.0,Mobile Payment App,24528000,11670400.0,12857600.0,0.4757990867579909,61.99,Waspada,0,Mahasiswa Mapan & Hemat
541,20,Non-binary,Senior,Engineering,8784000,4832000,3151467.0,1963200.0,1512000.0,316800.0,748800.0,292800.0,420000.0,2001600.0,739200.0,168000.0,Credit/Debit Card,13616000,11313867.0,2302133.0,0.8309244271445358,22.92,Bahaya,1,Mahasiswa Boros / Defisit
542,20,Non-binary,Junior,Engineering,14160000,6080000,3049067.0,3484800.0,756000.0,288000.0,384000.0,331200.0,151200.0,914400.0,487200.0,1002400.0,Cash,20240000,10848267.0,9391733.0,0.535981571146245,57.06,Waspada,0,Mahasiswa Mapan & Hemat
543,19,Female,Senior,Computer Science,19152000,12352000,2254400.0,3336000.0,1008000.0,436800.0,665600.0,508800.0,173600.0,1274400.0,268800.0,117600.0,Mobile Payment App,31504000,10044000.0,21460000.0,0.31881665820213306,71.53,Sangat Sehat,0,Mahasiswa Mapan & Hemat
544,25,Male,Senior,Psychology,8624000,6864000,2985600.0,4171200.0,1170400.0,340800.0,678400.0,556800.0,229600.0,864000.0,834400.0,201600.0,Cash,15488000,12032800.0,3455200.0,0.7769111570247934,31.71,Bahaya,1,Mahasiswa Boros / Defisit
545,22,Male,Sophomore,Computer Science,12864000,14576000,2032000.0,2769600.0,1629600.0,801600.0,1881600.0,307200.0,358400.0,1915200.0,750400.0,767200.0,Cash,27440000,13212800.0,14227200.0,0.4815160349854227,62.55,Stabil,0,Mahasiswa Mapan & Hemat
546,25,Non-binary,Sophomore,Economics,17744000,4624000,1772800.0,4540800.0,2010400.0,590400.0,1740800.0,422400.0,151200.0,1015200.0,599200.0,700000.0,Mobile Payment App,22368000,13543200.0,8824800.0,0.6054721030042919,51.15,Waspada,1,Mahasiswa Boros / Defisit
547,25,Female,Senior,Computer Science,18016000,12336000,1667200.0,3950400.0,2094400.0,600000.0,1376000.0,432000.0,431200.0,1742400.0,627200.0,554400.0,Credit/Debit Card,30352000,13475200.0,16876800.0,0.4439641539272536,67.03,Sangat Sehat,0,Mahasiswa Mapan & Hemat
548,22,Non-binary,Junior,Economics,13584000,3664000,2744000.0,3984000.0,2038400.0,542400.0,755200.0,288000.0,196000.0,1706400.0,980000.0,1075200.0,Cash,17248000,14309600.0,2938400.0,0.8296382189239332,26.74,Bahaya,1,Mahasiswa Boros / Defisit
549,23,Non-binary,Sophomore,Psychology,8048000,2528000,2467733.0,3340800.0,2021600.0,580800.0,870400.0,676800.0,336000.0,684000.0,778400.0,403200.0,Credit/Debit Card,10576000,12159733.0,-1583733.0,1.1497478252647504,14.66,Bahaya,1,Mahasiswa Boros / Defisit
550,20,Male,Senior,Biology,20688000,7184000,1991467.0,4382400.0,1814400.0,715200.0,857600.0,494400.0,481600.0,2073600.0,733600.0,672000.0,Mobile Payment App,27872000,14216267.0,13655733.0,0.5100555037313432,63.0,Stabil,0,Mahasiswa Mapan & Hemat
551,20,Male,Junior,Biology,14448000,1536000,2248000.0,2409600.0,1646400.0,369600.0,1024000.0,460800.0,128800.0,626400.0,901600.0,408800.0,Credit/Debit Card,15984000,10224000.0,5760000.0,0.6396396396396397,44.3,Bahaya,1,Mahasiswa Boros / Defisit
552,23,Non-binary,Junior,Psychology,18384000,10960000,2938667.0,2414400.0,1724800.0,820800.0,1318400.0,691200.0,459200.0,784800.0,1097600.0,336000.0,Credit/Debit Card,29344000,12585867.0,16758133.0,0.4289076812977099,64.67,Stabil,0,Mahasiswa Mapan & Hemat
553,20,Non-binary,Freshman,Biology,21808000,8576000,1940800.0,2572800.0,739200.0,657600.0,1478400.0,513600.0,509600.0,1497600.0,1036000.0,403200.0,Mobile Payment App,30384000,11348800.0,19035200.0,0.3735123749341759,65.55,Stabil,0,Mahasiswa Mapan & Hemat
554,19,Non-binary,Junior,Engineering,16896000,15344000,2488000.0,2846400.0,560000.0,753600.0,1369600.0,542400.0,280000.0,2059200.0,487200.0,1120000.0,Cash,32240000,12506400.0,19733600.0,0.38791563275434243,64.46,Stabil,0,Mahasiswa Mapan & Hemat
555,18,Male,Senior,Engineering,19920000,1280000,1633600.0,4012800.0,2223200.0,652800.0,569600.0,528000.0,162400.0,1116000.0,330400.0,1041600.0,Mobile Payment App,21200000,12270400.0,8929600.0,0.5787924528301887,55.52,Waspada,1,Mahasiswa Boros / Defisit
556,25,Female,Senior,Computer Science,18384000,6192000,3063467.0,4075200.0,1685600.0,537600.0,1036800.0,676800.0,414400.0,640800.0,599200.0,604800.0,Mobile Payment App,24576000,13334667.0,11241333.0,0.5425889892578125,57.76,Waspada,0,Mahasiswa Mapan & Hemat
557,19,Female,Freshman,Psychology,19616000,12768000,2168533.0,2371200.0,1960000.0,921600.0,1017600.0,163200.0,291200.0,1627200.0,761600.0,347200.0,Cash,32384000,11629333.0,20754667.0,0.35910736783596836,69.19,Sangat Sehat,0,Mahasiswa Mapan & Hemat
558,22,Non-binary,Freshman,Engineering,15440000,6192000,2124267.0,2236800.0,1148000.0,916800.0,742400.0,312000.0,341600.0,1382400.0,537600.0,1052800.0,Mobile Payment App,21632000,10794667.0,10837333.0,0.49901382211538464,61.99,Waspada,0,Mahasiswa Mapan & Hemat
559,21,Male,Freshman,Engineering,21408000,14224000,2643200.0,3158400.0,1002400.0,379200.0,966400.0,556800.0,168000.0,835200.0,1069600.0,134400.0,Credit/Debit Card,35632000,10913600.0,24718400.0,0.30628648405927256,70.23,Sangat Sehat,0,Mahasiswa Mapan & Hemat
560,20,Male,Senior,Engineering,22624000,12976000,2741867.0,3609600.0,1041600.0,667200.0,1088000.0,307200.0,257600.0,1065600.0,173600.0,537600.0,Credit/Debit Card,35600000,11489867.0,24110133.0,0.32274907303370787,70.98,Sangat Sehat,0,Mahasiswa Mapan & Hemat
561,24,Non-binary,Junior,Psychology,19712000,10368000,2799467.0,2328000.0,1388800.0,249600.0,409600.0,451200.0,420000.0,2016000.0,268800.0,257600.0,Mobile Payment App,30080000,10589067.0,19490933.0,0.3520301529255319,67.16,Sangat Sehat,0,Mahasiswa Mapan & Hemat
562,18,Male,Freshman,Engineering,8448000,9792000,2141333.0,2289600.0,1601600.0,417600.0,595200.0,139200.0,425600.0,2102400.0,980000.0,364000.0,Cash,18240000,11056533.0,7183467.0,0.6061695723684211,46.94,Waspada,1,Mahasiswa Boros / Defisit
563,22,Male,Sophomore,Computer Science,22032000,8000000,2584533.0,2313600.0,1876000.0,638400.0,556800.0,158400.0,319200.0,1159200.0,459200.0,548800.0,Credit/Debit Card,30032000,10614133.0,19417867.0,0.3534274440596697,69.51,Sangat Sehat,0,Mahasiswa Mapan & Hemat
564,23,Non-binary,Freshman,Computer Science,17248000,13712000,2657600.0,4257600.0,1388800.0,729600.0,1350400.0,249600.0,134400.0,1296000.0,593600.0,728000.0,Credit/Debit Card,30960000,13385600.0,17574400.0,0.4323514211886305,67.0,Sangat Sehat,0,Mahasiswa Mapan & Hemat
565,20,Male,Sophomore,Computer Science,12256000,14816000,2676800.0,4310400.0,1265600.0,288000.0,1113600.0,412800.0,123200.0,1353600.0,823200.0,621600.0,Cash,27072000,12988800.0,14083200.0,0.4797872340425532,64.35,Stabil,0,Mahasiswa Mapan & Hemat
566,22,Non-binary,Senior,Engineering,20624000,4048000,2645333.0,2539200.0,1282400.0,283200.0,1164800.0,168000.0,358400.0,691200.0,688800.0,431200.0,Credit/Debit Card,24672000,10252533.0,14419467.0,0.41555338035019457,65.39,Stabil,0,Mahasiswa Mapan & Hemat
567,21,Male,Sophomore,Economics,14192000,13200000,2638933.0,3508800.0,1730400.0,931200.0,384000.0,523200.0,481600.0,907200.0,991200.0,784000.0,Cash,27392000,12880533.0,14511467.0,0.4702297386098131,65.56,Stabil,0,Mahasiswa Mapan & Hemat
568,18,Male,Sophomore,Biology,16640000,11536000,1602133.0,4411200.0,1153600.0,388800.0,1260800.0,230400.0,336000.0,1144800.0,739200.0,392000.0,Cash,28176000,11658933.0,16517067.0,0.41378950170357753,68.77,Sangat Sehat,0,Mahasiswa Mapan & Hemat
569,21,Female,Senior,Engineering,15040000,15568000,3153067.0,4564800.0,1971200.0,518400.0,396800.0,297600.0,392000.0,1792800.0,548800.0,840000.0,Credit/Debit Card,30608000,14475467.0,16132533.0,0.4729308350757972,65.7,Stabil,0,Mahasiswa Mapan & Hemat
570,25,Male,Sophomore,Biology,14320000,14784000,3058133.0,2347200.0,879200.0,451200.0,588800.0,100800.0,128800.0,1879200.0,319200.0,632800.0,Mobile Payment App,29104000,10385333.0,18718667.0,0.35683524601429356,66.35,Stabil,0,Mahasiswa Mapan & Hemat
571,25,Male,Sophomore,Psychology,17808000,6048000,2080533.0,2558400.0,1125600.0,638400.0,998400.0,700800.0,341600.0,1036800.0,453600.0,487200.0,Credit/Debit Card,23856000,10421333.0,13434667.0,0.4368432679409792,64.97,Stabil,0,Mahasiswa Mapan & Hemat
572,24,Non-binary,Freshman,Biology,15712000,9008000,2681067.0,3984000.0,1478400.0,604800.0,1363200.0,249600.0,347200.0,2131200.0,879200.0,302400.0,Cash,24720000,14021067.0,10698933.0,0.5671952669902912,53.19,Waspada,1,Mahasiswa Boros / Defisit
573,22,Male,Freshman,Psychology,22416000,6272000,2670933.0,3691200.0,1853600.0,715200.0,1792000.0,182400.0,184800.0,720000.0,840000.0,935200.0,Credit/Debit Card,28688000,13585333.0,15102667.0,0.4735545524261015,64.88,Stabil,0,Mahasiswa Mapan & Hemat
574,18,Male,Sophomore,Psychology,12352000,1152000,3141867.0,3672000.0,2010400.0,638400.0,326400.0,110400.0,341600.0,1800000.0,716800.0,957600.0,Mobile Payment App,13504000,13715467.0,-211467.0,1.0156595823459715,13.83,Bahaya,1,Mahasiswa Boros / Defisit
575,20,Male,Senior,Economics,14592000,6192000,2061867.0,2337600.0,1461600.0,955200.0,1440000.0,552000.0,190400.0,1324800.0,1103200.0,806400.0,Credit/Debit Card,20784000,12233067.0,8550933.0,0.5885809757505773,49.09,Waspada,1,Mahasiswa Boros / Defisit
576,23,Female,Sophomore,Economics,15136000,13744000,2794667.0,1963200.0,2128000.0,859200.0,947200.0,388800.0,330400.0,727200.0,778400.0,537600.0,Cash,28880000,11454667.0,17425333.0,0.396629743767313,67.1,Sangat Sehat,0,Mahasiswa Mapan & Hemat
577,23,Non-binary,Junior,Biology,13344000,13728000,2599467.0,2712000.0,711200.0,489600.0,1382400.0,571200.0,520800.0,1029600.0,806400.0,459200.0,Mobile Payment App,27072000,11281867.0,15790133.0,0.41673563091016547,63.74,Stabil,0,Mahasiswa Mapan & Hemat
